Gene_ID	Name	SRR1796061	SRR1796064	SRR1796094	SRR1796237	SRR1796312	SRR1796318
ENSMUSG00000079543	Igkv13-85	0	0	0	0	0	0
ENSMUSG00000079544	Igkv13-87	0	0	0	0	0	0
ENSMUSG00000079546	Gm11146	0	0	0	0	0	0
ENSMUSG00000079547	H2-DMb1	0	0	4	2	21	8
ENSMUSG00000079550	Mpp4	53	37	77	20	14	28
ENSMUSG00000079553	Kifc1	1	1	2	0	1	0
ENSMUSG00000079554	Aox2	0	0	0	0	1	1
ENSMUSG00000079555	Haus3	6	13	13	2	8	23
ENSMUSG00000079557	Marchf2	105	118	144	81	92	150
ENSMUSG00000079559	Colca2	0	0	0	0	0	0
ENSMUSG00000079560	Hoxa3	0	0	1	0	0	0
ENSMUSG00000079562	Maea	85	83	126	50	87	107
ENSMUSG00000079563	Pglyrp2	429	392	570	249	411	507
ENSMUSG00000079564	Gm11149	0	0	0	0	0	0
ENSMUSG00000079566	Spin2d	0	0	0	0	0	0
ENSMUSG00000079575	Rbpj-ps3	9	9	7	0	7	14
ENSMUSG00000079577	Gm14692	0	0	0	0	0	0
ENSMUSG00000079578	Gm1140	0	0	0	0	0	0
ENSMUSG00000079579	Gm6760	0	0	0	0	0	0
ENSMUSG00000079580	Tmem217	0	0	0	0	0	0
ENSMUSG00000079583	Gm7073	0	0	0	0	0	0
ENSMUSG00000079584	Tm9sf5	0	0	0	0	0	0
ENSMUSG00000079588	Tmem182	0	0	0	0	0	0
ENSMUSG00000079592	C1qtnf5	0	0	0	0	0	0
ENSMUSG00000079593	4933416I08Rik	0	0	0	0	0	0
ENSMUSG00000079594	Cstdc6	0	0	0	0	0	0
ENSMUSG00000079595	Gm7260	0	0	0	0	0	0
ENSMUSG00000079597	Cstdc4	0	0	0	0	0	0
ENSMUSG00000079598	Clec2l	0	0	0	1	0	0
ENSMUSG00000079600	Gm17604	0	0	0	0	0	0
ENSMUSG00000079602	9230102O04Rik	0	0	0	0	0	0
ENSMUSG00000079603	Dreg1	0	0	0	0	0	0
ENSMUSG00000079604	Gm13219	0	0	0	0	0	0
ENSMUSG00000079605	Zbtb9	0	0	0	0	0	0
ENSMUSG00000079606	Fsip2l	0	1	0	0	0	0
ENSMUSG00000079608	Stard6	0	0	0	0	0	2
ENSMUSG00000079610	Ankrd39	3	13	11	6	6	11
ENSMUSG00000079614	Seh1l	90	89	115	82	111	140
ENSMUSG00000079619	Cypt15	0	0	0	0	0	0
ENSMUSG00000079625	Tm4sf19	0	0	0	0	0	0
ENSMUSG00000079626	Rhox7b	0	0	0	0	0	0
ENSMUSG00000079627	Rhox2h	0	0	0	0	0	0
ENSMUSG00000079628	Rhox4g	0	0	0	0	0	0
ENSMUSG00000079629	Rhox2g	0	0	0	0	0	0
ENSMUSG00000079630	Rhox4f	0	0	0	0	0	0
ENSMUSG00000079633	Rhox4d	0	0	0	0	0	0
ENSMUSG00000079635	Rhox4c	0	0	0	0	0	0
ENSMUSG00000079636	Rhox3c	0	0	0	0	0	0
ENSMUSG00000079637	Rhox2c	0	0	0	0	0	0
ENSMUSG00000079638	Rhox2b	0	0	0	0	0	0
ENSMUSG00000079639	Rhox4a	0	0	0	0	0	0
ENSMUSG00000079641	Rpl39	121	120	168	84	163	176
ENSMUSG00000079642	Gm6268	0	0	0	0	0	0
ENSMUSG00000079644	Gm1110	0	0	0	0	0	0
ENSMUSG00000079645	Gm17193	0	1	2	2	1	4
ENSMUSG00000079649	Gm2892	0	0	0	0	0	0
ENSMUSG00000079652	Fam71f2	0	0	0	1	0	0
ENSMUSG00000079654	Prrt4	0	0	0	0	0	0
ENSMUSG00000079655	Gm5168	0	0	0	0	0	0
ENSMUSG00000079657	Rab26	0	1	0	0	0	0
ENSMUSG00000079658	Eloc	52	81	81	43	77	79
ENSMUSG00000079659	Tmem243	117	103	145	65	124	176
ENSMUSG00000079666	Pttg1ip2	0	0	0	0	0	0
ENSMUSG00000079669	Gm17396	1	0	1	1	0	0
ENSMUSG00000079671	2610203C22Rik	0	2	2	3	2	2
ENSMUSG00000079677	Fdx2	0	0	0	0	1	1
ENSMUSG00000079679	Vwde	0	0	0	0	0	0
ENSMUSG00000079681	Zglp1	0	0	0	0	0	0
ENSMUSG00000079685	Ulbp1	0	4	2	1	3	4
ENSMUSG00000079693	Vmn1r-ps150	0	0	0	0	0	0
ENSMUSG00000079694	Gm14862	0	0	0	0	0	0
ENSMUSG00000079697	Gm5751	0	0	0	0	0	0
ENSMUSG00000079698	Vmn2r93	0	0	0	0	0	0
ENSMUSG00000079699	Gm6592	0	0	0	0	0	0
ENSMUSG00000079700	Fpr3	0	0	0	0	0	0
ENSMUSG00000079701	Ssxb3	0	0	0	0	0	0
ENSMUSG00000079702	Ssxb6	0	0	0	0	0	0
ENSMUSG00000079703	Ssxb8	0	0	0	0	0	0
ENSMUSG00000079704	Gm14459	0	0	0	0	0	0
ENSMUSG00000079705	Ssxb1	0	0	0	0	0	0
ENSMUSG00000079707	Dynlt2a1	0	0	0	0	0	0
ENSMUSG00000079710	Dynlt2a2	0	0	0	0	0	0
ENSMUSG00000079711	Smok4a	0	0	0	0	0	0
ENSMUSG00000079722	Ttll2	0	0	0	0	0	0
ENSMUSG00000079737	3110001I22Rik	12	35	18	8	16	29
ENSMUSG00000079740	Gm11172	0	0	0	0	0	0
ENSMUSG00000079741	Nlrp4g	0	0	0	0	0	0
ENSMUSG00000079806	Gm21719	0	0	0	0	0	0
ENSMUSG00000079842	Spag11a	0	0	0	0	0	0
ENSMUSG00000079845	Xlr4a	0	0	0	0	0	0
ENSMUSG00000079852	Klra4	0	0	0	0	0	0
ENSMUSG00000079853	Klra1	0	0	0	0	0	0
ENSMUSG00000079871	Gm4984	0	0	0	0	0	0
ENSMUSG00000079875	Olfr22-ps1	0	0	0	0	0	0
ENSMUSG00000079884	Tmed2b	7	1	5	0	7	7
ENSMUSG00000079889	Gm11951	5	3	3	2	1	5
ENSMUSG00000079890	Gm12106	0	0	0	0	0	0
ENSMUSG00000079892	Scgb1b22-ps	0	0	0	0	0	0
ENSMUSG00000079893	Scgb1b23-ps	0	0	0	0	0	0
ENSMUSG00000079906	Gm15846	0	1	0	1	0	0
ENSMUSG00000079915	Gm16073	1	0	0	0	0	0
ENSMUSG00000079941	Cox5b-ps	26	27	28	16	13	21
ENSMUSG00000079942	Rpl28-ps3	12	16	27	14	24	21
ENSMUSG00000079962	Gm12643	2	1	0	3	0	0
ENSMUSG00000079963	Gm7146	0	0	0	0	0	0
ENSMUSG00000079965	Gm14853	1	1	2	0	4	3
ENSMUSG00000079966	Gm14058	0	0	0	0	0	0
ENSMUSG00000079988	Gm11970	0	1	0	0	1	0
ENSMUSG00000079993	Gm11799	0	1	0	2	6	8
ENSMUSG00000079998	Gm12947	0	0	0	0	0	0
ENSMUSG00000080002	Gm5566	6	16	14	6	3	3
ENSMUSG00000080006	Rps19-ps7	0	0	0	2	1	1
ENSMUSG00000080021	Gm5915	2	2	3	1	0	6
ENSMUSG00000080046	Gm15108	0	0	0	0	0	0
ENSMUSG00000080050	Gm14864	0	0	1	0	0	0
ENSMUSG00000080051	Gm14510	0	0	0	0	0	0
ENSMUSG00000080054	Rpl12-ps1	0	1	2	0	0	2
ENSMUSG00000080057	Gm12378	0	0	0	0	0	0
ENSMUSG00000080058	Gm11175	2	0	1	3	1	4
ENSMUSG00000080059	Rps19-ps3	1	3	3	3	0	6
ENSMUSG00000080065	Gm11864	0	0	0	0	0	0
ENSMUSG00000080069	Gm41	0	0	0	0	0	0
ENSMUSG00000080071	Gm15125	0	0	0	0	0	0
ENSMUSG00000080072	Spin2-ps2	0	0	0	0	0	0
ENSMUSG00000080073	Gm9427	0	0	0	0	0	0
ENSMUSG00000080076	H2ac14	0	0	0	0	0	0
ENSMUSG00000080078	Gm15583	0	0	0	1	0	0
ENSMUSG00000080115	Eef1akmt3	0	0	1	0	0	0
ENSMUSG00000080142	Gm12838	0	0	0	0	0	0
ENSMUSG00000080152	H3f4	0	0	0	0	0	0
ENSMUSG00000080155	Gm14777	0	0	0	0	0	0
ENSMUSG00000080158	Gm14385	0	0	0	0	0	0
ENSMUSG00000080175	Tpm3-rs2	0	0	0	0	0	0
ENSMUSG00000080180	Gm17235	0	0	0	0	0	0
ENSMUSG00000080186	Gm14448	0	0	0	0	0	0
ENSMUSG00000080193	Gm14756	0	0	0	0	0	0
ENSMUSG00000080198	Rpl10a-ps4	13	16	12	11	10	9
ENSMUSG00000080205	Gm15526	1	1	3	0	3	1
ENSMUSG00000080222	Gm11486	0	0	0	0	0	0
ENSMUSG00000080223	Gm13768	0	0	0	0	0	0
ENSMUSG00000080227	Gm13343	0	0	0	0	0	0
ENSMUSG00000080237	Gm14239	6	6	9	3	4	4
ENSMUSG00000080241	Dppa3-ps	0	0	0	0	0	0
ENSMUSG00000080242	Atp6v0c-ps2	16	21	24	4	12	18
ENSMUSG00000080250	Gm16400	0	0	0	0	0	0
ENSMUSG00000080254	Fam220-ps	0	0	0	0	0	0
ENSMUSG00000080266	Gm14772	0	0	0	0	0	0
ENSMUSG00000080268	Brms1	0	0	0	0	0	0
ENSMUSG00000080283	Gm14806	0	0	0	0	0	0
ENSMUSG00000080298	Gm14807	0	0	0	0	0	0
ENSMUSG00000080299	Gm14350	0	0	0	0	0	0
ENSMUSG00000080300	Spin2-ps1	0	0	0	0	0	0
ENSMUSG00000080303	Gm12419	0	0	0	0	0	0
ENSMUSG00000080316	Spaca6	11	9	14	6	10	24
ENSMUSG00000080317	Vmn2r-ps94	0	0	0	0	0	0
ENSMUSG00000080321	Gm14644	0	0	0	0	0	0
ENSMUSG00000080331	Mir1298	0	0	0	0	0	0
ENSMUSG00000080352	Gm26247	0	0	0	0	0	0
ENSMUSG00000080356	Mir1247	0	0	0	0	0	0
ENSMUSG00000080358	Gm26249	0	0	0	0	0	0
ENSMUSG00000080364	Gm25777	4	2	5	6	7	4
ENSMUSG00000080365	Gm25776	44	46	71	45	70	66
ENSMUSG00000080374	Gm22953	0	1	1	0	0	1
ENSMUSG00000080378	Gm25309	0	0	0	0	0	0
ENSMUSG00000080384	Gm22105	0	0	0	0	0	0
ENSMUSG00000080396	Snord111	0	0	0	0	0	0
ENSMUSG00000080406	Mir1188	0	0	0	1	0	1
ENSMUSG00000080409	Mir467h	0	0	0	0	0	0
ENSMUSG00000080411	Mir1193	0	0	0	0	0	1
ENSMUSG00000080413	Gm26473	0	0	0	0	0	0
ENSMUSG00000080424	Mir466k	0	0	0	0	0	0
ENSMUSG00000080425	Gm24833	0	0	0	0	0	0
ENSMUSG00000080428	Gm24831	0	0	0	0	0	0
ENSMUSG00000080437	Gm24274	0	0	0	0	0	0
ENSMUSG00000080440	Gm25848	1	2	4	0	1	3
ENSMUSG00000080441	Mir1249	0	0	0	0	0	0
ENSMUSG00000080452	Mir1306	0	0	0	0	0	0
ENSMUSG00000080454	Gm24195	0	0	0	0	0	0
ENSMUSG00000080459	Mir669g	0	0	0	0	0	0
ENSMUSG00000080461	Gm22488	3	6	9	5	7	17
ENSMUSG00000080463	Gm22489	0	0	0	0	0	0
ENSMUSG00000080465	Snord94	4	7	16	6	3	13
ENSMUSG00000080468	Mir1195	0	0	0	0	0	0
ENSMUSG00000080469	Snord98	0	1	0	0	1	2
ENSMUSG00000080478	Snord23	14	13	35	7	8	18
ENSMUSG00000080480	Gm23494	0	0	0	0	0	0
ENSMUSG00000080499	Gm25338	1	0	0	0	0	0
ENSMUSG00000080504	Mir669d-2	0	0	0	0	0	0
ENSMUSG00000080517	Gm23109	0	0	0	0	0	0
ENSMUSG00000080518	Gm22193	0	0	0	0	0	0
ENSMUSG00000080524	Gm23879	0	1	0	0	1	1
ENSMUSG00000080526	Mir466j	0	0	0	0	0	0
ENSMUSG00000080533	Mir1191	0	0	0	0	0	0
ENSMUSG00000080536	Gm25539	0	0	0	0	0	0
ENSMUSG00000080538	Gm25541	213	228	319	148	241	227
ENSMUSG00000080539	Gm25542	0	0	0	0	0	0
ENSMUSG00000080540	Gm22711	0	0	0	0	0	0
ENSMUSG00000080542	Rnu4atac	0	0	0	0	0	0
ENSMUSG00000080545	Gm22713	0	0	0	0	0	0
ENSMUSG00000080566	Gm26044	0	0	0	0	0	0
ENSMUSG00000080573	Mir467f	0	0	0	0	0	0
ENSMUSG00000080574	Mir466i	0	0	0	0	0	0
ENSMUSG00000080575	Mir1190	0	0	0	0	0	0
ENSMUSG00000080577	Gm23226	0	0	0	0	0	0
ENSMUSG00000080580	Mir466f-4	0	0	0	0	0	0
ENSMUSG00000080582	Gm24907	0	0	0	0	0	0
ENSMUSG00000080586	Mir1187	0	0	0	0	0	0
ENSMUSG00000080594	Mir669h	0	0	0	0	0	0
ENSMUSG00000080595	Gm22031	0	0	0	0	0	0
ENSMUSG00000080607	Gm23839	0	0	0	0	0	0
ENSMUSG00000080610	Snord110	0	0	0	0	0	0
ENSMUSG00000080615	Snord99	0	0	0	0	0	0
ENSMUSG00000080616	Gm22152	0	0	0	0	0	0
ENSMUSG00000080622	Gm22676	9	6	12	6	6	7
ENSMUSG00000080626	Mir1192	3	1	1	3	0	2
ENSMUSG00000080645	Mir1198	0	0	0	0	0	0
ENSMUSG00000080653	Mir669e	0	0	0	0	0	0
ENSMUSG00000080657	Mir669i	0	0	0	0	0	0
ENSMUSG00000080662	Mir1b	1	0	3	0	0	0
ENSMUSG00000080665	Mir1199	0	0	0	0	0	0
ENSMUSG00000080669	Mir1224	0	0	0	0	0	0
ENSMUSG00000080673	Gm23336	0	0	0	0	0	0
ENSMUSG00000080683	Gm23991	0	0	0	0	0	0
ENSMUSG00000080687	Mir1197	0	0	0	0	0	0
ENSMUSG00000080689	Gm23987	0	0	0	0	0	0
ENSMUSG00000080694	Gm11621	0	0	0	1	0	0
ENSMUSG00000080695	Gm5394	0	0	0	0	0	0
ENSMUSG00000080696	Gm12825	0	0	0	0	0	0
ENSMUSG00000080697	Vmn1r-ps107	0	0	0	0	0	0
ENSMUSG00000080698	Gm11333	0	0	0	0	0	0
ENSMUSG00000080700	Gm15981	2	1	0	0	1	1
ENSMUSG00000080701	Gm12340	0	0	0	0	0	0
ENSMUSG00000080703	Gm13183	0	0	0	0	0	0
ENSMUSG00000080704	Gm6031	0	0	0	1	1	0
ENSMUSG00000080705	Sult2a-ps4	0	0	0	0	0	0
ENSMUSG00000080706	Gm12890	0	0	0	0	0	0
ENSMUSG00000080707	Gm13823	0	0	0	0	0	0
ENSMUSG00000080708	Ccnd3-ps	1	4	0	0	2	1
ENSMUSG00000080709	Gm14324	0	0	0	0	1	0
ENSMUSG00000080710	Gm8107	0	0	0	0	0	0
ENSMUSG00000080711	Gm11686	0	3	1	3	0	2
ENSMUSG00000080712	H2bu1-ps	0	0	0	1	0	0
ENSMUSG00000080713	Olfr1174	0	0	0	0	0	0
ENSMUSG00000080714	Gm14602	0	0	0	0	0	0
ENSMUSG00000080715	Gm5406	2	5	0	1	0	3
ENSMUSG00000080716	Gm13503	0	0	1	1	0	1
ENSMUSG00000080717	B230307C23Rik	13	9	13	9	15	17
ENSMUSG00000080718	Gm8019	0	0	0	1	0	0
ENSMUSG00000080719	Gm15532	1	0	0	0	0	0
ENSMUSG00000080720	Gm16077	1	0	1	0	0	0
ENSMUSG00000080722	Defa-ps7	0	0	0	0	0	0
ENSMUSG00000080723	Gm12564	0	0	0	0	0	0
ENSMUSG00000080725	Gm6121	0	0	0	0	0	0
ENSMUSG00000080726	Gm15366	0	0	0	0	0	0
ENSMUSG00000080727	C920021L13Rik	1	1	1	2	1	1
ENSMUSG00000080728	Gm13616	0	0	0	0	0	0
ENSMUSG00000080729	Gm8084	0	0	0	0	0	0
ENSMUSG00000080730	Gm11313	0	1	0	0	2	1
ENSMUSG00000080731	Rps2-ps9	1	0	0	2	1	0
ENSMUSG00000080732	Gm13222	0	0	0	0	0	0
ENSMUSG00000080733	Gm14867	0	0	0	0	0	0
ENSMUSG00000080734	Gm12006	0	0	0	0	0	0
ENSMUSG00000080735	Gm12075	0	0	0	0	0	0
ENSMUSG00000080736	Gm15617	0	0	0	0	0	0
ENSMUSG00000080737	Gm6982	0	0	0	0	0	0
ENSMUSG00000080738	Mup-ps22	6	8	8	4	5	7
ENSMUSG00000080741	Gm11398	0	0	0	0	0	0
ENSMUSG00000080742	Gm14035	0	0	0	0	0	0
ENSMUSG00000080743	Gm7150	0	0	0	0	0	0
ENSMUSG00000080744	Gm12710	0	0	0	0	0	0
ENSMUSG00000080746	Rpsa-ps12	3	3	5	1	3	5
ENSMUSG00000080747	Gm14016	0	0	0	0	0	0
ENSMUSG00000080748	Gm15661	0	0	0	0	0	0
ENSMUSG00000080749	Gm12134	0	0	0	0	0	0
ENSMUSG00000080750	Gm15553	0	0	0	0	0	0
ENSMUSG00000080751	Olfr634-ps1	0	0	0	0	0	0
ENSMUSG00000080752	Olfr1069-ps1	0	0	0	0	0	0
ENSMUSG00000080753	Gm15613	0	0	0	0	0	0
ENSMUSG00000080754	Rpl36-ps7	0	0	0	0	0	0
ENSMUSG00000080755	Gm15062	0	0	0	0	0	0
ENSMUSG00000080756	Gm12633	0	0	0	0	0	0
ENSMUSG00000080757	Gm15029	0	0	0	0	0	0
ENSMUSG00000080758	Gm5392	0	0	0	1	0	0
ENSMUSG00000080759	Gm15573	0	0	1	0	0	0
ENSMUSG00000080760	Gm7571	0	0	0	0	0	1
ENSMUSG00000080762	Gm11879	0	0	0	0	0	0
ENSMUSG00000080763	Gm12341	0	0	0	0	2	0
ENSMUSG00000080764	Gm14606	0	0	0	0	0	0
ENSMUSG00000080765	Gm8908	0	0	0	0	0	0
ENSMUSG00000080766	Gm13593	0	0	0	0	0	0
ENSMUSG00000080767	Gm15595	0	0	0	0	0	0
ENSMUSG00000080768	Gm12219	2	2	3	4	2	8
ENSMUSG00000080770	Gm11278	0	0	0	0	0	0
ENSMUSG00000080771	Gm11925	0	0	0	0	0	0
ENSMUSG00000080772	Gm12543	1	2	1	0	1	1
ENSMUSG00000080773	Gm12955	0	0	0	1	1	0
ENSMUSG00000080774	Gm9143	0	0	1	0	1	0
ENSMUSG00000080775	Gm6368	4	19	4	8	8	7
ENSMUSG00000080776	Gm12174	7	12	12	14	12	9
ENSMUSG00000080777	Gm15365	0	0	1	0	0	1
ENSMUSG00000080778	Gm7199	0	0	0	0	0	0
ENSMUSG00000080779	Gm8731	0	0	1	0	0	0
ENSMUSG00000080780	Gm11252	0	0	0	0	0	0
ENSMUSG00000080781	Olfr388-ps1	0	0	0	0	0	0
ENSMUSG00000080782	Gm13495	0	0	0	0	0	0
ENSMUSG00000080783	Gm8250	0	0	0	1	0	0
ENSMUSG00000080785	Gm11591	0	0	0	0	0	0
ENSMUSG00000080788	Gm7841	1	2	0	2	0	3
ENSMUSG00000080789	Gm14007	0	0	0	0	0	0
ENSMUSG00000080790	Gm7638	2	0	0	2	0	0
ENSMUSG00000080791	Akirin1-ps	0	0	0	0	1	0
ENSMUSG00000080792	Gm14367	0	0	0	0	0	0
ENSMUSG00000080793	Cbx3-ps3	0	0	0	0	0	0
ENSMUSG00000080794	Vmn1r-ps132	0	0	0	0	0	0
ENSMUSG00000080795	Gm6783	2	0	1	1	1	1
ENSMUSG00000080796	Gm9159	0	0	0	0	0	0
ENSMUSG00000080797	Gm15760	0	0	4	2	1	6
ENSMUSG00000080798	Gm5135	0	0	0	0	0	0
ENSMUSG00000080799	Gm15166	0	0	0	0	0	0
ENSMUSG00000080800	Gm11582	0	1	0	0	0	1
ENSMUSG00000080801	Gm13310	3	1	0	1	1	1
ENSMUSG00000080802	Gm13804	0	0	0	0	0	0
ENSMUSG00000080803	Gm12683	0	0	0	0	0	0
ENSMUSG00000080805	Gm11219	0	0	0	0	0	0
ENSMUSG00000080806	Gm13005	0	0	0	0	0	0
ENSMUSG00000080807	Gm13117	0	0	0	0	0	0
ENSMUSG00000080808	Gm12608	0	0	0	0	0	0
ENSMUSG00000080809	Olfr1273-ps	0	0	0	0	0	0
ENSMUSG00000080810	Gm11737	4	4	3	8	4	4
ENSMUSG00000080811	Gm14513	0	1	0	1	0	0
ENSMUSG00000080813	Gm14828	0	0	0	1	0	1
ENSMUSG00000080814	Gm12314	0	0	0	0	0	0
ENSMUSG00000080815	Hmgb1-rs18	0	0	0	0	0	0
ENSMUSG00000080816	Gm12447	0	0	1	1	0	0
ENSMUSG00000080817	Gm13751	0	0	0	0	0	0
ENSMUSG00000080818	Gm9434	0	0	1	0	0	0
ENSMUSG00000080819	Gm2005	0	0	0	0	0	0
ENSMUSG00000080820	Gm13197	0	0	0	0	0	0
ENSMUSG00000080822	Gm14694	0	0	0	0	0	0
ENSMUSG00000080823	Atp5l-ps2	2	1	4	3	5	4
ENSMUSG00000080824	Gm9001	2	2	2	3	0	4
ENSMUSG00000080825	Gm14892	0	0	0	0	0	0
ENSMUSG00000080826	Gm12019	0	0	0	0	0	0
ENSMUSG00000080827	Gm12086	0	0	0	0	0	0
ENSMUSG00000080828	Gm14669	0	0	0	0	0	0
ENSMUSG00000080829	Gm8545	0	0	2	0	0	0
ENSMUSG00000080831	Gm12529	0	0	0	0	0	0
ENSMUSG00000080832	M6pr-ps	1	1	2	2	2	2
ENSMUSG00000080833	Gm11976	0	0	0	0	0	0
ENSMUSG00000080834	Gm15216	0	0	0	0	0	0
ENSMUSG00000080835	Gm12137	0	0	0	0	0	0
ENSMUSG00000080836	Gm6444	11	10	6	0	5	5
ENSMUSG00000080839	Gm11625	5	7	3	1	3	3
ENSMUSG00000080840	Gm11349	0	1	0	1	0	0
ENSMUSG00000080841	Gm14880	0	0	0	0	0	0
ENSMUSG00000080842	Gm15400	0	0	0	0	0	0
ENSMUSG00000080843	Gm14726	0	0	0	0	0	0
ENSMUSG00000080844	Gm14107	0	2	0	1	0	0
ENSMUSG00000080845	Gm9115	1	2	1	0	1	2
ENSMUSG00000080846	Gm13379	0	0	0	0	0	0
ENSMUSG00000080847	Gm4773	0	0	0	0	0	0
ENSMUSG00000080848	Gm9385	13	21	26	19	16	25
ENSMUSG00000080849	Gm15702	0	0	0	0	0	0
ENSMUSG00000080850	Gm12439	0	0	0	0	0	0
ENSMUSG00000080851	Gm12094	0	0	0	0	0	0
ENSMUSG00000080852	Gm14918	1	0	0	0	0	0
ENSMUSG00000080855	Rpl35-ps1	0	1	0	0	0	1
ENSMUSG00000080857	Gm12859	2	0	0	3	1	0
ENSMUSG00000080859	Rpl10-ps1	0	0	0	2	0	0
ENSMUSG00000080860	Gm13815	0	0	0	0	0	0
ENSMUSG00000080861	Gm11325	0	0	0	0	0	0
ENSMUSG00000080862	Gm14523	0	0	0	0	0	0
ENSMUSG00000080863	Gm14787	0	0	0	0	0	0
ENSMUSG00000080865	Eif1-ps3	0	0	0	0	0	0
ENSMUSG00000080866	Gm5687	0	0	0	0	0	0
ENSMUSG00000080868	Gm15745	0	0	0	0	0	0
ENSMUSG00000080869	Gm11856	0	2	2	0	0	0
ENSMUSG00000080870	Gm14111	1	1	1	0	0	0
ENSMUSG00000080871	Gm12875	0	0	0	0	0	0
ENSMUSG00000080872	Gm11506	0	0	0	0	0	0
ENSMUSG00000080873	Rpl30-ps3	1	0	1	1	0	1
ENSMUSG00000080874	Gm15010	0	0	0	0	0	0
ENSMUSG00000080875	Gm7332	1	2	3	2	4	2
ENSMUSG00000080876	Gm14332	0	0	0	0	0	0
ENSMUSG00000080877	Rpl22-ps1	3	10	9	4	10	12
ENSMUSG00000080878	Btf3-ps14	0	0	0	0	0	0
ENSMUSG00000080880	Gm14278	0	0	0	0	0	0
ENSMUSG00000080884	Cyp2j7-ps3	0	0	0	0	0	0
ENSMUSG00000080885	Rpl10-ps6	5	6	7	4	4	4
ENSMUSG00000080886	Gm14847	0	0	0	0	0	0
ENSMUSG00000080887	Gm14831	0	0	0	0	0	0
ENSMUSG00000080888	Gm14387	0	1	3	0	3	2
ENSMUSG00000080889	Gm7974	0	0	0	0	0	0
ENSMUSG00000080890	Gm16458	0	0	0	0	0	0
ENSMUSG00000080891	Olfr587-ps1	0	0	0	0	0	0
ENSMUSG00000080892	Gm9266	0	0	0	0	0	0
ENSMUSG00000080893	Ndufa12-ps	25	27	13	11	12	12
ENSMUSG00000080894	Defa-ps15	0	0	0	0	0	0
ENSMUSG00000080895	Gm11645	0	0	0	0	0	0
ENSMUSG00000080896	Gm14567	0	0	0	1	0	0
ENSMUSG00000080897	Gm14500	0	0	0	0	0	0
ENSMUSG00000080898	Gm14836	0	0	0	0	0	0
ENSMUSG00000080899	Gm9109	0	0	0	0	0	0
ENSMUSG00000080902	Ywhaq-ps3	0	1	1	0	1	0
ENSMUSG00000080903	Gm16383	0	0	0	0	0	0
ENSMUSG00000080904	Gm11966	0	2	2	3	2	1
ENSMUSG00000080906	Gm12095	0	0	0	0	0	0
ENSMUSG00000080907	4930455H04Rik	0	0	2	0	1	0
ENSMUSG00000080910	Gm14821	0	0	0	0	0	0
ENSMUSG00000080911	Gm11918	0	0	0	0	0	0
ENSMUSG00000080912	Gm12269	0	0	0	0	0	0
ENSMUSG00000080913	Gm12719	0	0	0	0	0	0
ENSMUSG00000080914	Gm7129	0	0	0	0	0	0
ENSMUSG00000080915	Gm6446	0	0	0	0	0	0
ENSMUSG00000080916	Gm12463	0	0	0	0	0	1
ENSMUSG00000080917	Pira2-ps1	0	0	0	0	0	0
ENSMUSG00000080918	Gm12202	0	0	0	0	0	0
ENSMUSG00000080919	Gm11854	0	0	0	0	0	0
ENSMUSG00000080921	Rpl38-ps2	12	9	21	8	10	13
ENSMUSG00000080922	Gm2214	0	0	1	0	0	0
ENSMUSG00000080923	Gm5400	0	0	0	0	0	0
ENSMUSG00000080924	Olfr1078-ps1	0	0	0	0	0	0
ENSMUSG00000080925	Gm13682	0	0	0	0	0	0
ENSMUSG00000080927	Gm11430	0	0	0	0	0	0
ENSMUSG00000080928	Hmgb1-ps6	3	1	0	0	0	0
ENSMUSG00000080929	Gm12891	0	0	0	0	0	0
ENSMUSG00000080930	Gm13367	0	0	0	0	0	0
ENSMUSG00000080932	Gm10224	5	4	9	6	2	4
ENSMUSG00000080933	Rhox3g	0	0	0	0	0	0
ENSMUSG00000080934	Gm12931	0	0	0	0	0	0
ENSMUSG00000080935	Got2-ps1	32	42	52	32	26	58
ENSMUSG00000080936	Olfr337-ps1	0	0	0	0	0	0
ENSMUSG00000080937	Gm13510	0	1	0	1	0	4
ENSMUSG00000080938	Gm6062	0	0	0	0	0	0
ENSMUSG00000080939	Gm9208	0	0	0	0	0	0
ENSMUSG00000080941	Gm16056	7	2	5	3	1	3
ENSMUSG00000080942	Zfp36l1-ps	0	0	1	2	0	2
ENSMUSG00000080943	Gm13130	0	0	0	0	0	0
ENSMUSG00000080944	Gm12967	0	1	0	0	1	1
ENSMUSG00000080946	Gm12985	1	0	0	0	0	2
ENSMUSG00000080947	Gm12779	0	0	0	0	0	0
ENSMUSG00000080948	Gm14481	0	0	0	0	0	0
ENSMUSG00000080949	Gm13683	0	0	0	0	0	0
ENSMUSG00000080950	Gm7278	1	2	1	0	0	0
ENSMUSG00000080951	Gm12208	1	0	1	0	0	1
ENSMUSG00000080952	Gm5379	0	0	0	0	0	0
ENSMUSG00000080953	Gm15025	0	0	0	0	0	0
ENSMUSG00000080954	Gm14919	0	0	0	0	0	0
ENSMUSG00000080955	Gm14263	0	0	0	0	0	0
ENSMUSG00000080956	Gm16179	0	0	0	0	0	0
ENSMUSG00000080957	Gm15739	2	3	8	1	0	4
ENSMUSG00000080958	Gm11902	1	1	1	0	0	0
ENSMUSG00000080959	Gm2003	0	0	0	0	0	0
ENSMUSG00000080960	Olfr343-ps1	0	0	0	0	0	0
ENSMUSG00000080961	Gm11798	0	0	1	0	1	0
